_id,date,action,comment,cat,recap
3b6308c0-4a2f-47d0-bcb8-5c3fd30ee5d1,2020-10-05T01:16:42.021792,good,cuddled with me,sammy,sammy cuddled with me
53b8cd11-1175-4115-a10a-1428f6b89d10,2022-01-02T20:31:22.021802,good,cuddled with me,biscuit,biscuit cuddled with me
b374dcc2-7a6f-4b1a-9e07-9f045bd9b304,2020-05-31T12:42:34.021811,good,did something adorable,peanut butter,peanut butter did something adorable
ead95af1-71ae-43f8-b9e0-d7b255d2abc8,2018-11-19T04:40:22.021821,bad,attacked me,biscuit,biscuit attacked me
f572329e-d693-4b91-949e-749dce76de90,2018-01-15T15:59:00.021830,bad,attacked me,mio,mio attacked me
03f83b11-1b57-49b8-b6bd-cda265a03158,2018-10-30T03:06:42.021840,bad,attacked partner,sammy,sammy attacked partner
8da53b70-328a-4ad3-9d46-489917d6c6de,2017-06-10T20:52:57.021851,bad,scratched drapes,dr pepper,dr pepper scratched drapes
1791be70-5b5f-448c-82cf-9da7466390be,2018-09-24T16:22:42.021861,good,cuddled with dog,sammy,sammy cuddled with dog
3b3f8e20-6ddd-40e8-ad85-00c09206a7e9,2018-10-07T04:15:06.021870,bad,decided not to go for a walk,zeep,zeep decided not to go for a walk
be8bdbd2-3f19-4b42-a430-9fec69277156,2017-07-23T15:18:06.021904,good,plays fetch,biscuit,biscuit plays fetch
1d7fb205-f567-4e33-920a-0455cdeb730b,2018-08-08T09:43:18.021915,good,cuddled with me,dr pepper,dr pepper cuddled with me
fc1307cb-0f95-4695-be2d-67b69a914bda,2017-10-31T05:54:38.021925,bad,attacked me,dr pepper,dr pepper attacked me
7fe7243a-2c5f-44ca-a16d-3de81a02c8fa,2020-05-11T03:43:38.021934,bad,attacked partner,ollie,ollie attacked partner
a290e784-966e-4a69-9d6b-f3586ed8e584,2019-08-17T13:11:26.021943,bad,attacked dog,ollie,ollie attacked dog
d95bb24e-1b9a-49e9-9f34-d9a563fa7e9b,2018-02-13T12:26:55.021952,good,cuddled with me,dr pepper,dr pepper cuddled with me
f0dfea05-1980-47e5-ba7a-b6efa8693ed9,2017-08-18T19:14:38.021962,bad,attacked dog,mio,mio attacked dog
9f48232d-c575-4ee6-858b-a33cbb2c0351,2019-07-19T04:32:52.021971,good,cuddled with dog,dr pepper,dr pepper cuddled with dog
ad7ca00a-9ed1-4e24-a8b3-7ddc26d0a772,2019-12-14T05:18:49.021980,good,cuddled with dog,peanut butter,peanut butter cuddled with dog
2ce632bf-55e2-4da4-baaf-90ca3bd1bdea,2020-06-03T23:31:12.021989,good,plays fetch,peanut butter,peanut butter plays fetch
b499dd7c-0f49-410a-9adc-fee9772041f7,2019-02-07T01:07:18.021998,good,cuddled with me,mio,mio cuddled with me
93b0acf1-2d8d-4de3-84ca-a0cc07443148,2021-05-02T20:15:03.022007,bad,attacked dog,idget,idget attacked dog
7ba622eb-594c-4ea2-ab11-b9c4d3f28339,2019-08-17T22:01:09.022018,good,plays fetch,zeep,zeep plays fetch
ea8a5862-1d07-4c19-827a-4638a2d0f44f,2021-08-08T13:29:22.022028,good,cuddled with partner,idget,idget cuddled with partner
eee955ff-7017-4ef7-9747-14321996878d,2019-10-08T05:33:56.022039,bad,attacked dog,dr pepper,dr pepper attacked dog
965877fc-21db-419e-bb8b-a27b975503ed,2019-03-31T16:39:19.022050,good,did something adorable,dr pepper,dr pepper did something adorable
c76211ad-ff71-48bc-82a1-61000c24806d,2017-07-20T18:20:00.022059,bad,sat on keyboard,idget,idget sat on keyboard
f1118707-c6ae-4ade-b4c8-100db21f4a50,2019-02-05T13:04:57.022068,bad,decided not to go for a walk,idget,idget decided not to go for a walk
d9c12835-0ff8-408b-a461-3d033f38906b,2019-04-24T20:02:36.022077,bad,attacked dog,peanut butter,peanut butter attacked dog
836c047f-f14c-4cc7-bfd8-e4f6f0de5192,2018-04-10T10:23:01.022086,bad,attacked partner,mio,mio attacked partner
9c2dcae4-34df-4817-b5b4-5eec8e4f494f,2020-02-19T12:22:54.022095,good,plays fetch,zeep,zeep plays fetch
a6b711fd-50d8-4718-a956-487bb780a20e,2020-04-13T21:37:56.022104,good,cuddled with partner,zeep,zeep cuddled with partner
acb486e8-5934-4ea3-8c61-76217dd84c3b,2017-07-17T07:23:15.022113,bad,scratched drapes,dr pepper,dr pepper scratched drapes
583bd10e-6e98-4d18-858a-446c42897c2f,2021-07-17T12:27:11.022122,bad,scratched drapes,mio,mio scratched drapes
914573fc-535f-4a1c-9241-6821f84e14b5,2020-04-02T14:38:55.022131,bad,sat on keyboard,idget,idget sat on keyboard
7791831a-919f-48de-8a13-ffdfec348f88,2019-10-04T23:56:40.022140,bad,attacked me,peanut butter,peanut butter attacked me
6e2e45c4-4809-44cb-9463-5799af2a8f33,2021-07-16T13:02:22.022150,bad,attacked me,mio,mio attacked me
42e47ac9-a7a7-486a-81d4-acf9d4c1cc27,2020-09-04T05:29:56.022159,bad,scratched drapes,dr pepper,dr pepper scratched drapes
b7c0184e-50f7-4471-bc34-184d2c7e1b70,2020-11-08T14:41:53.022170,bad,scratched drapes,zeep,zeep scratched drapes
5dd14c8d-a26f-456a-b931-689740f10b6b,2018-05-28T10:10:46.022180,bad,attacked partner,ollie,ollie attacked partner
ab160643-96cf-4467-add9-eee1ea05726b,2017-07-11T13:04:33.022189,bad,attacked partner,biscuit,biscuit attacked partner
98cede75-3436-41cf-a00d-e71677f9bfa0,2017-05-10T13:33:15.022198,bad,attacked me,sammy,sammy attacked me
19e2bccc-b367-4e30-a189-7361a53227d8,2021-08-11T23:56:42.022207,bad,attacked dog,zeep,zeep attacked dog
0b36db3d-19fb-4213-b060-877b2e8e306c,2021-06-18T16:55:17.022216,good,cuddled with dog,mio,mio cuddled with dog
db12bb84-5b6e-4523-a572-7441e8f9cdc9,2019-04-01T06:09:52.022225,bad,scratched drapes,dr pepper,dr pepper scratched drapes
cc813e15-6e24-40c7-b52e-c0820ee8938c,2021-06-02T01:10:57.022235,bad,scratched furniture,biscuit,biscuit scratched furniture
540bd01d-4817-4554-b1f0-3cfaf9b6d57b,2020-01-02T14:00:29.022244,bad,decided not to go for a walk,biscuit,biscuit decided not to go for a walk
1212e222-eb9b-476e-a11c-625709021ec6,2019-01-28T19:29:30.022254,good,cuddled with partner,ollie,ollie cuddled with partner
85e67a1b-a57b-4e10-9538-c0b2ba73405a,2020-05-12T05:20:38.022263,good,cuddled with me,peanut butter,peanut butter cuddled with me
da84a788-8fc5-4797-9575-9670986f9d06,2021-11-01T16:29:25.022272,bad,attacked me,peanut butter,peanut butter attacked me
a9043a67-0b93-4cf6-a7bd-bde87ec58e08,2019-01-16T09:05:33.022283,good,cuddled with me,sammy,sammy cuddled with me
fc71debf-393b-4e63-9da6-66f7cc6f5930,2019-11-07T06:26:56.022294,good,cuddled with me,mio,mio cuddled with me
7ec0e82b-2a23-4b3a-a3fa-813eb2b05b58,2021-07-04T15:08:37.022304,bad,attacked partner,ollie,ollie attacked partner
9d113bc8-00a6-45ba-abae-eaa10c4ce5d5,2021-09-14T04:15:15.022313,bad,attacked dog,mio,mio attacked dog
57da2bc0-d531-42b2-9c19-8b96e31086fc,2021-08-28T02:53:00.022322,bad,attacked dog,biscuit,biscuit attacked dog
cfc3ccac-881f-4d34-86a4-e7994bad9a55,2020-05-03T06:09:05.022332,good,cuddled with partner,ollie,ollie cuddled with partner
da4ea659-ecea-4fd6-9d25-7899fa063819,2019-08-11T05:31:02.022343,bad,sat on keyboard,peanut butter,peanut butter sat on keyboard
6c6f5e40-8a69-40fe-8ff0-ec643c8c9195,2018-05-31T04:20:52.022352,bad,decided not to go for a walk,mio,mio decided not to go for a walk
9d3688c5-aeaf-47f2-9183-76499e703b99,2021-09-27T07:14:24.022363,bad,attacked partner,peanut butter,peanut butter attacked partner
3efb55d4-26a3-4fe3-aa4a-b2075b16e8f1,2021-12-18T21:38:14.022373,good,plays fetch,ollie,ollie plays fetch
dfbfa784-5cd1-48d2-b152-35f1a10d618e,2019-05-06T10:59:19.022382,bad,attacked me,mio,mio attacked me
c738bf58-24f1-45e3-9ed2-bdc273d3bee2,2021-09-13T03:37:29.022391,bad,scratched furniture,idget,idget scratched furniture
5766e004-82b5-4bdc-b285-a5f71bf60f73,2019-01-18T05:16:16.022400,bad,attacked partner,biscuit,biscuit attacked partner
ffa2fdf7-ecb8-4aff-97a4-09d07b358f59,2017-10-08T16:21:58.022409,bad,scratched furniture,peanut butter,peanut butter scratched furniture
4216fb75-b5eb-4585-9d6e-d3c45138d296,2017-03-30T15:30:46.022420,bad,attacked me,peanut butter,peanut butter attacked me
34e40719-f785-479c-a13c-8f66a825187c,2022-01-04T08:42:49.022429,bad,scratched furniture,mio,mio scratched furniture
3d50a406-30b7-4d1c-ab20-488001a407e5,2018-07-02T23:52:38.022438,bad,sat on keyboard,idget,idget sat on keyboard
6d908c91-c91a-4dee-b9c4-35570e357fce,2019-02-02T17:35:07.022447,bad,attacked me,idget,idget attacked me
bc43dcbd-63e4-4b2f-bead-a4414c8f06f4,2021-06-25T14:07:02.022456,bad,scratched drapes,mio,mio scratched drapes
05bb223b-e35f-4499-bb8e-69ed47764b35,2017-06-11T22:47:43.022465,good,cuddled with dog,zeep,zeep cuddled with dog
002729ea-fb62-44bd-bce4-47bb6ab769f4,2020-12-15T16:23:33.022475,good,cuddled with me,sammy,sammy cuddled with me
46f7472f-0810-46b8-bcf5-e10e9d78f5a6,2018-12-25T08:30:29.022485,bad,attacked dog,mio,mio attacked dog
2f41651d-9177-431a-b070-875f461f8643,2020-10-28T20:57:25.022494,bad,attacked dog,ollie,ollie attacked dog
72c0ba79-becb-436e-b5af-ed962f33fedc,2020-05-28T03:41:00.022503,good,cuddled with me,zeep,zeep cuddled with me
acaa135d-9d5f-4c2f-8d3d-d8bf6d79bb74,2017-03-22T16:19:11.022512,bad,decided not to go for a walk,zeep,zeep decided not to go for a walk
3ca13abb-4fc3-420a-98a6-ed4bdedf3fcd,2020-07-23T14:06:07.022523,bad,attacked partner,sammy,sammy attacked partner
6fba898a-90a1-43c9-94f7-2900995da904,2019-06-19T06:06:16.022533,bad,attacked dog,peanut butter,peanut butter attacked dog
7504ae53-c4ef-46c9-ae5e-38dca9b1fd3b,2017-05-21T22:01:30.022561,bad,attacked dog,dr pepper,dr pepper attacked dog
7e5820c2-d39a-47c9-8bea-c1833e57e795,2019-08-02T17:57:32.022571,bad,scratched drapes,mio,mio scratched drapes
8a08aee7-0715-4627-aec4-342f2549373b,2021-03-22T03:43:17.022581,bad,scratched furniture,mio,mio scratched furniture
4901dff6-5a62-4b23-9db5-c0ff8501c00e,2018-02-01T13:38:46.022590,good,cuddled with partner,peanut butter,peanut butter cuddled with partner
f053688f-0758-4a0e-a02b-4428acdfd635,2018-02-05T16:25:48.022599,good,cuddled with dog,sammy,sammy cuddled with dog
d7ae5e1c-bcbe-4ef1-875a-0f7218259684,2020-06-26T20:21:33.022639,bad,attacked dog,peanut butter,peanut butter attacked dog
6165be77-9922-4b02-bc63-d7ebf512db0d,2020-11-26T03:22:49.022650,bad,sat on keyboard,ollie,ollie sat on keyboard
c62be868-4dff-4186-94fc-32495a3471c1,2018-04-01T15:19:25.022659,bad,scratched furniture,dr pepper,dr pepper scratched furniture
fa1ab10b-dffc-4f59-8162-30f7ec424304,2018-07-13T14:18:54.022682,bad,decided not to go for a walk,dr pepper,dr pepper decided not to go for a walk
9223fe5c-5ac4-43d8-9d5a-9814f3ff65c0,2019-07-11T13:03:04.022691,good,cuddled with partner,zeep,zeep cuddled with partner
dffa63fc-eca6-43d1-a7d2-10bda4315315,2021-09-17T05:04:10.022701,bad,decided not to go for a walk,dr pepper,dr pepper decided not to go for a walk
45af3415-c2d3-42c8-b51a-bd17b404858a,2018-10-13T10:24:09.022712,bad,decided not to go for a walk,peanut butter,peanut butter decided not to go for a walk
be0bca81-8ba4-4e52-aadb-5722ce35554e,2020-11-24T19:51:01.022721,bad,scratched drapes,biscuit,biscuit scratched drapes
6850f28d-dd24-4cef-8b30-103280e5c076,2019-07-04T14:28:25.022730,bad,scratched furniture,idget,idget scratched furniture
3c030df5-4ba1-4eed-a93a-3de9057bad99,2021-01-05T03:21:06.022740,good,did something adorable,peanut butter,peanut butter did something adorable
beade082-cb2c-4a79-94e1-d04065bf58c2,2020-06-02T02:48:25.022749,bad,scratched drapes,idget,idget scratched drapes
f6e442b0-1020-4708-a08a-b7b4a1cfc63f,2017-11-12T00:11:32.022758,good,cuddled with dog,idget,idget cuddled with dog
a69b7447-0df8-4532-9d3b-02c0527d211a,2018-10-05T22:24:59.022767,good,did something adorable,zeep,zeep did something adorable
330a8a36-d339-4ef7-86ea-16fca7970863,2017-04-29T04:21:31.022776,good,cuddled with me,peanut butter,peanut butter cuddled with me
a200c5c1-921a-4c77-be4f-4d9324a8464b,2020-12-15T12:32:25.022785,good,cuddled with dog,dr pepper,dr pepper cuddled with dog
c8b1f890-5215-4757-a7fe-5ecf09c54ca3,2018-09-27T01:08:32.022794,bad,scratched furniture,mio,mio scratched furniture
8dbfd11b-7edb-4857-9fe8-9b8cbe480a05,2020-06-26T08:53:47.022803,good,plays fetch,peanut butter,peanut butter plays fetch
bffa9723-951e-43cd-9ca8-7e21e22e1c08,2020-07-28T21:17:09.022812,bad,attacked dog,ollie,ollie attacked dog
f34fd049-e37a-4528-b557-799720c0f270,2020-09-17T13:38:11.022821,good,cuddled with partner,sammy,sammy cuddled with partner
4d7df5a0-bc68-4361-a0eb-2ac421a4d490,2020-06-19T21:56:46.022830,good,did something adorable,idget,idget did something adorable
ff21b004-bab3-48e4-9ee9-521feee68178,2018-11-04T08:42:30.022839,good,did something adorable,sammy,sammy did something adorable
1eca8ab7-485e-4851-ab25-550dd02ac3e2,2019-03-13T20:57:01.022849,good,cuddled with dog,mio,mio cuddled with dog
aca8adc9-f08a-41fb-b3b6-3ea913c15501,2019-02-01T02:48:15.022859,bad,scratched furniture,ollie,ollie scratched furniture
a06a2d95-6b07-4268-8d1d-87c43ea3f4b6,2021-10-23T14:53:24.022871,bad,attacked me,mio,mio attacked me
c79ce6fa-20cc-4d9a-80d0-7e4286f1b871,2017-01-10T20:45:59.022880,bad,scratched drapes,biscuit,biscuit scratched drapes
2ecb8f87-8b8a-4bd0-ba7c-464bfae69ce6,2017-12-17T07:47:03.022889,good,cuddled with me,idget,idget cuddled with me
20db5a03-7358-48df-b788-d57787946c15,2018-01-29T15:39:32.022898,good,cuddled with partner,biscuit,biscuit cuddled with partner
8727b1ef-e141-4e9e-9cc7-c5515f0a9586,2020-02-19T00:05:17.022907,bad,attacked partner,sammy,sammy attacked partner
5c59ef6f-9bdd-41a3-8bfe-37e14b6441e2,2018-01-07T16:25:20.022916,bad,scratched drapes,mio,mio scratched drapes
7b0cc885-10ad-4214-9a71-f6a32cca26a1,2018-02-14T00:54:22.022925,bad,scratched drapes,mio,mio scratched drapes
36803312-9e84-49fd-8fdb-a0ede8a5eb17,2020-08-15T02:40:14.022934,bad,scratched furniture,sammy,sammy scratched furniture
1f9e8804-b3fd-4640-b983-f12e93a1b010,2018-05-23T18:09:00.022943,bad,scratched drapes,ollie,ollie scratched drapes
660a7f02-6234-4711-b143-ae14a67d9d47,2018-02-21T21:48:05.022951,good,cuddled with partner,idget,idget cuddled with partner
9ecdb54a-e4ea-406c-9a6a-ccff80476500,2020-01-18T21:51:37.022960,good,did something adorable,idget,idget did something adorable
07eb7441-1790-4614-aec3-eaf3433cc119,2019-11-19T16:36:04.022970,bad,attacked me,sammy,sammy attacked me
425a4854-eae5-4680-a5fd-6c005179d2c7,2020-01-30T00:04:39.022980,good,did something adorable,idget,idget did something adorable
4132e006-2d9a-41d4-b3a5-dc81740ba7aa,2018-11-06T14:47:51.022990,bad,decided not to go for a walk,sammy,sammy decided not to go for a walk
427623e3-c30c-416c-989a-e981eb76f33d,2017-02-12T10:27:28.023002,bad,attacked dog,mio,mio attacked dog
51668bcd-88d1-4df4-8fa7-05cb504420c5,2020-09-26T23:09:25.023011,bad,attacked me,biscuit,biscuit attacked me
dc1e24aa-df19-48b6-9774-19cadb63e9d5,2019-03-24T00:38:00.023020,bad,attacked me,biscuit,biscuit attacked me
4d12b7cd-7aab-443e-a73c-87965e8197be,2017-06-04T15:21:22.023029,bad,decided not to go for a walk,dr pepper,dr pepper decided not to go for a walk
aebd5a05-920a-46b1-8272-3d7e544275af,2020-01-14T07:25:14.023038,good,cuddled with me,zeep,zeep cuddled with me
2da1732d-3525-43bc-b36d-082c8360e149,2017-08-27T16:13:09.023047,good,cuddled with dog,peanut butter,peanut butter cuddled with dog
a2eaf473-191a-47c3-b76c-a40d41f596e5,2019-10-24T09:25:21.023056,good,did something adorable,mio,mio did something adorable
af0edf89-d43b-4321-a367-66ce1534a5c2,2017-07-22T00:15:53.023065,bad,scratched drapes,ollie,ollie scratched drapes
25919741-54ee-45d8-b5b8-8111d4370871,2018-10-19T03:46:32.023075,good,cuddled with me,sammy,sammy cuddled with me
197a018e-5a54-4039-8f30-414f1dcf6235,2019-11-09T03:22:31.023084,bad,scratched drapes,peanut butter,peanut butter scratched drapes
88094c2b-b6db-42d4-b6ff-b93e79859baf,2018-08-10T09:54:19.023093,bad,scratched furniture,idget,idget scratched furniture
e5ff5dca-fa31-4081-a2a4-20093d6389e9,2017-01-17T13:32:19.023104,bad,scratched drapes,peanut butter,peanut butter scratched drapes
8be2cb23-776a-408e-aa10-f6a53bd1f83c,2021-03-24T11:17:29.023114,bad,attacked me,peanut butter,peanut butter attacked me
2b379026-5cc2-4866-9e98-f91b2aadcca2,2020-05-29T05:51:33.023124,bad,sat on keyboard,ollie,ollie sat on keyboard
bdb779c5-bb97-439f-b4c5-b6217a3956e4,2020-09-16T15:34:10.023134,bad,attacked dog,sammy,sammy attacked dog
80fb1d7b-1d97-4240-af9f-743e423a19da,2017-07-14T00:08:16.023143,good,did something adorable,sammy,sammy did something adorable
8384d448-4309-4aa4-ba2f-92a7d6af24b4,2018-08-28T15:04:07.023153,good,cuddled with dog,idget,idget cuddled with dog
d97cde4a-344a-496f-bd7f-d072e78677a7,2020-01-19T20:14:53.023162,bad,scratched drapes,zeep,zeep scratched drapes
af648fe6-29bb-484b-b878-0958ca69a50f,2020-08-12T08:14:51.023171,bad,scratched furniture,peanut butter,peanut butter scratched furniture
3a5da2a4-cfb8-4f25-8eb3-9d0a7d4ccd07,2021-04-14T09:39:41.023180,bad,sat on keyboard,peanut butter,peanut butter sat on keyboard
42d4a9b3-8797-4558-80ef-7efeedccff91,2020-12-05T06:03:59.023188,bad,decided not to go for a walk,ollie,ollie decided not to go for a walk
cf3731e9-f51a-4616-8e9b-6e71892b5c30,2018-01-09T11:09:10.023198,bad,decided not to go for a walk,ollie,ollie decided not to go for a walk
11390478-c9d5-4931-92a1-2eade5d2614c,2021-12-16T11:35:51.023207,bad,scratched drapes,peanut butter,peanut butter scratched drapes
3f4d1ef8-ccbe-4ac7-9493-2adec092ea74,2018-07-28T05:12:59.023216,bad,decided not to go for a walk,sammy,sammy decided not to go for a walk
6d18f460-e0cc-484e-8396-cc2051e6fe64,2019-08-08T09:56:30.023227,bad,attacked dog,sammy,sammy attacked dog
f9205717-d9f4-4658-b675-b1f8f6b0e423,2018-06-28T05:54:16.023238,good,cuddled with me,peanut butter,peanut butter cuddled with me
291e4fff-db1d-4a84-aac4-05c85ff993ec,2020-06-14T17:57:01.023247,bad,attacked me,idget,idget attacked me
d6dd236b-0ead-4bc1-b2e4-51878acc6eb9,2019-10-26T15:53:24.023256,good,cuddled with dog,ollie,ollie cuddled with dog
51a7681d-0446-4a58-8026-056e99ea0f21,2021-10-07T01:57:02.023265,good,did something adorable,biscuit,biscuit did something adorable
4a1676fc-eb88-45a5-81de-33a42f7f1147,2017-04-24T08:31:55.023273,bad,scratched furniture,zeep,zeep scratched furniture
a03fdd73-32db-467c-9033-c948a965a51b,2017-09-23T14:51:44.023282,bad,scratched drapes,zeep,zeep scratched drapes
b4b58423-eeb8-4095-bc81-d92f4cdbdd88,2019-08-17T01:55:17.023292,good,cuddled with me,ollie,ollie cuddled with me
2a5fe9f3-2160-41aa-ba6a-1f909a7cabb5,2019-04-19T18:53:03.023303,good,cuddled with partner,peanut butter,peanut butter cuddled with partner
ba1ffd57-27b6-47e4-ba02-3e00255a861e,2021-05-22T13:24:19.023313,good,plays fetch,zeep,zeep plays fetch
728f0811-8cd4-4c76-b4e6-38a3761f1ce5,2019-01-20T03:47:44.023322,bad,attacked dog,zeep,zeep attacked dog
febec15f-733c-4b3e-b4b3-816a2e35add3,2021-11-15T19:31:26.023330,good,cuddled with dog,idget,idget cuddled with dog
2c9d4ff1-947b-4ff6-8584-bedfd5f923e4,2020-02-01T15:30:32.023340,good,cuddled with dog,idget,idget cuddled with dog
006250cf-0a07-4b53-8956-6451435c04b0,2019-12-26T16:30:58.023349,bad,attacked me,mio,mio attacked me
e0bbe6d6-6a4b-4d03-95e5-34d75e13cae7,2018-03-22T15:42:49.023360,bad,decided not to go for a walk,dr pepper,dr pepper decided not to go for a walk
4c86a707-3def-4ad6-acb9-2eab5d76df26,2019-03-20T19:02:55.023369,bad,attacked me,zeep,zeep attacked me
493d5ad7-5948-4459-b53d-11b26edc2e25,2017-12-27T17:58:59.023381,good,cuddled with dog,mio,mio cuddled with dog
6b77b6ee-2371-49df-9a0b-6e3449b647f0,2018-07-20T01:18:14.023390,good,did something adorable,sammy,sammy did something adorable
bc7a9eaf-0400-48df-aa75-c2fca7fd15c8,2020-10-13T21:39:15.023399,bad,sat on keyboard,sammy,sammy sat on keyboard
eca19f99-5365-407a-891a-1a87882b2e72,2018-11-25T17:53:04.023410,bad,sat on keyboard,biscuit,biscuit sat on keyboard
7f8be990-533e-49c2-a8c5-45b491a0230b,2019-10-07T00:06:34.023419,good,plays fetch,idget,idget plays fetch
16eaf909-f28f-4a52-a09d-e3c91fe9ab6a,2019-09-21T13:45:02.023428,good,did something adorable,ollie,ollie did something adorable
a20030e7-9e68-4559-8f33-defb4ee8b8d1,2019-10-24T14:29:37.023437,bad,scratched drapes,idget,idget scratched drapes
f4b5e2cf-50d6-410d-97ee-23bd8b3db09f,2017-11-02T08:28:41.023446,bad,attacked me,ollie,ollie attacked me
afa229fe-9885-4c1b-ba56-4b90d124597b,2018-12-25T11:21:17.023456,bad,attacked me,zeep,zeep attacked me
f4fe7219-5f07-4e4e-8c3d-4ba25b98461d,2021-10-10T01:56:27.023465,bad,sat on keyboard,ollie,ollie sat on keyboard
9a6cb9ef-ccf5-4096-b2ed-0b91abe97f7d,2020-08-19T03:00:35.023474,bad,attacked me,mio,mio attacked me
6980a7bc-23a8-4780-ba6a-b465007a0022,2019-01-22T21:20:35.023485,bad,attacked me,ollie,ollie attacked me
a1b3e7d1-148c-468b-93bd-c92fa3bd3c9c,2021-04-06T19:29:55.023494,good,did something adorable,mio,mio did something adorable
c2ce55ac-7806-4ad4-8bad-0ef6f95a2520,2017-04-29T09:33:06.023503,good,cuddled with partner,sammy,sammy cuddled with partner
ca1d34db-adce-43c9-b2de-159568fb7ba8,2021-09-27T07:45:54.023512,bad,sat on keyboard,sammy,sammy sat on keyboard
98981c27-4fd9-4479-9374-f6e701c7986f,2021-02-13T00:00:45.023521,bad,attacked me,idget,idget attacked me
feff1ac3-755e-459d-9418-8ba540504e1b,2017-06-11T19:39:13.023530,bad,sat on keyboard,biscuit,biscuit sat on keyboard
7e869069-28cb-446b-a1a7-225de6478091,2020-06-24T06:35:37.023539,good,cuddled with dog,sammy,sammy cuddled with dog
83843d38-79e3-474b-9b2c-a1c946f81ae6,2021-03-16T17:47:20.023548,good,did something adorable,dr pepper,dr pepper did something adorable
df926455-3134-4b7d-b372-dc1d0670ca51,2017-08-30T03:25:57.023557,good,cuddled with me,ollie,ollie cuddled with me
56139808-9d8c-49ae-a703-226bed79ddb5,2018-08-28T08:20:07.023565,bad,decided not to go for a walk,biscuit,biscuit decided not to go for a walk
c6da7ed0-808a-43ec-a093-d1b82e173db2,2018-08-15T11:25:19.023574,good,plays fetch,peanut butter,peanut butter plays fetch
94273b25-7ba3-4082-a285-7178e6d34a48,2020-01-01T14:12:55.023583,good,cuddled with partner,zeep,zeep cuddled with partner
9414723c-26a7-4d9d-b7c9-fbd95cdd58e2,2020-06-10T22:04:02.023594,bad,attacked dog,zeep,zeep attacked dog
a507089b-f742-45d5-8e6a-86571b343778,2021-12-03T17:53:19.023610,good,cuddled with dog,zeep,zeep cuddled with dog
3f12f5d6-2c18-47a5-a4d0-8c14d01c6bfe,2020-08-19T10:47:44.023619,good,cuddled with dog,mio,mio cuddled with dog
a5c5d088-59e3-4016-a719-3071aec51fa7,2021-05-01T16:33:45.023628,good,cuddled with partner,dr pepper,dr pepper cuddled with partner
a42f9e09-c54e-443b-8f92-69425f41bc52,2020-03-07T07:50:01.023637,good,did something adorable,sammy,sammy did something adorable
7ff657e3-3e06-4a22-a495-1c811b13a683,2021-10-04T03:28:58.023646,bad,attacked me,peanut butter,peanut butter attacked me
1d188239-4389-43e3-bcfb-1af206dc20a6,2017-11-06T22:23:11.023656,bad,attacked me,biscuit,biscuit attacked me
b8a12f99-6562-4f0e-bedc-f71a4bff01eb,2017-06-17T20:00:33.023666,bad,attacked dog,dr pepper,dr pepper attacked dog
d2b6930d-3216-4dbf-a08a-3e6e05d39865,2020-08-10T06:18:43.023689,good,cuddled with partner,peanut butter,peanut butter cuddled with partner
93b50e3f-e674-422b-a03e-07ad3462f2fa,2021-09-12T22:35:24.023697,bad,attacked partner,sammy,sammy attacked partner
a4768fa4-dc0f-4622-97d8-abc55b59afbb,2020-07-31T13:59:51.023706,bad,sat on keyboard,ollie,ollie sat on keyboard
1619177e-bcbf-42fd-abdc-c621ebf2ff48,2019-06-26T23:38:37.023714,bad,sat on keyboard,zeep,zeep sat on keyboard
c3e7f07a-9539-40d3-b9c4-2a8d0bcdfb64,2019-04-12T01:59:38.023723,good,did something adorable,sammy,sammy did something adorable
c6b97e33-c5a0-4d97-8b38-13e4f5795d2e,2017-01-15T14:16:26.023731,good,plays fetch,zeep,zeep plays fetch
5b9d70bc-e092-4277-915d-60903b53738d,2018-01-19T13:24:47.023740,good,plays fetch,biscuit,biscuit plays fetch
624422c4-6dfd-45ca-b451-98ab317bc999,2019-06-12T22:31:34.023750,good,cuddled with partner,sammy,sammy cuddled with partner
e3450cdb-9c7e-4eda-9d34-b87b51b8290c,2019-04-30T12:26:34.023759,good,cuddled with partner,ollie,ollie cuddled with partner
31972a9f-f643-4f61-a8ef-eddd07fa14d3,2020-05-20T18:17:45.023769,bad,attacked dog,mio,mio attacked dog
ab6dcbf8-ae74-450e-955a-2faec19e787c,2018-08-31T14:01:37.023778,good,cuddled with dog,zeep,zeep cuddled with dog
e4da93ba-db2a-4da6-ab92-03b1af86d7df,2017-08-16T18:47:02.023787,good,cuddled with partner,sammy,sammy cuddled with partner
1775b2ab-5f26-460e-bb54-6479b872fc76,2021-10-22T10:43:20.023796,good,cuddled with partner,mio,mio cuddled with partner
90ce6b93-9e75-42e0-a3d3-8f4d24eda802,2017-04-22T05:49:20.023804,good,cuddled with me,biscuit,biscuit cuddled with me
0027fffb-308c-4c50-92b6-e4cec81443fa,2018-01-17T16:15:39.023813,good,did something adorable,mio,mio did something adorable
f9119ffd-89c4-490e-8d5b-dbb68d5966ad,2018-05-21T10:23:26.023821,good,cuddled with partner,peanut butter,peanut butter cuddled with partner
8fbf614f-72a7-4132-9453-4698b880affe,2021-07-01T23:22:31.023830,bad,scratched furniture,zeep,zeep scratched furniture
4c47e794-3b2d-443c-bb7a-85899bbc8c1a,2021-11-14T06:05:58.023839,bad,decided not to go for a walk,zeep,zeep decided not to go for a walk
